Bankrupt?, ROA(C) before interest and depreciation before interest, Operating Gross Margin, Operating Profit Rate, Cash flow rate, Operating Profit Growth Rate, Total Asset Growth Rate, Current Ratio, Quick Ratio, Debt ratio %, Net worth/Assets
0,0.444986106,0.611762925,0.998925064,0.466873003,0.84676991,5490000000,0.006329465,0.004348168,0.146748496,0.853251504
0,0.519280456,0.626544055,0.999099309,0.471058437,0.848041499,6580000000,0.005563789,0.004628896,0.092057925,0.907942075
0,0.54740896,0.609737817,0.999111788,0.495880828,0.848040122,6640000000,0.021880743,0.012717611,0.03609759,0.96390241
0,0.500853118,0.60202655,0.998982376,0.473888428,0.847999442,5980000000,0.015599951,0.007893453,0.089578861,0.910421139
1,0.416126359,0.599115006,0.998972554,0.460246764,0.84845506,654000000,0.00429203,0.001933905,0.219608792,0.780391208
1,0.462194706,0.599987028,0.998908888,0.458983585,0.848122635,6430000000,0.00212355,0.001388669,0.228890165,0.771109835
0,0.476088334,0.618868822,0.999014036,0.46320928,0.848101565,567000000,0.003358492,0.002473527,0.208241376,0.791758624
0,0.505874324,0.601168942,0.998999939,0.464459039,0.848021065,6960000000,0.008700753,0.00669256,0.116848565,0.883151435
0,0.486374494,0.603475115,0.998943552,0.465754091,0.841390553,6760000000,0.011385924,0.009680132,0.06233939,0.93766061
0,0.494369424,0.599107799,0.998995317,0.463652148,0.848026288,6140000000,0.010821183,0.007094937,0.124104363,0.875895637
0,0.475162092,0.614278096,0.998973363,0.466757253,0.848010112,751000000,0.006622132,0.004129824,0.122622971,0.877377029
0,0.462925949,0.622702835,0.998997397,0.463940683,0.848223369,7460000000,0.006099825,0.003461691,0.139281071,0.860718929
0,0.478915809,0.607042477,0.999017386,0.463568271,0.847988184,6180000000,0.009493262,0.005765533,0.147201983,0.852798017
0,0.481060791,0.60088067,0.998975443,0.467552402,0.848183325,6050000000,0.019165619,0.011513599,0.095383499,0.904616501
0,0.486228246,0.598444774,0.998953142,0.471709318,0.847911507,5990000000,0.016869838,0.012083789,0.08008586,0.91991414
0,0.507824307,0.625326107,0.999135707,0.469151087,0.848072308,7940000000,0.008481721,0.005322607,0.118874142,0.881125858
0,0.48915322,0.604411998,0.998970821,0.461857192,0.847956622,7220000000,0.005397799,0.003651962,0.06902077,0.93097923
0,0.511188027,0.61817697,0.999077471,0.46673209,0.847998431,6770000000,0.011685455,0.005565281,0.08664631,0.91335369
0,0.523034173,0.600347367,0.999027208,0.466916618,0.8482067,6830000000,0.006009966,0.003237108,0.137981074,0.862018926
0,0.508848048,0.635718301,0.999062103,0.468025465,0.848083614,7160000000,0.010436161,0.006854135,0.091150951,0.908849049
0,0.488958222,0.624317156,0.999098154,0.487182842,0.848073532,6440000000,0.021259216,0.017748884,0.094234665,0.905765335
0,0.502120606,0.608865795,0.999048353,0.468696476,0.84809019,6720000000,0.016698856,0.014383265,0.099676512,0.900323488
0,0.523082923,0.620944378,0.999101736,0.471281548,0.848090354,6430000000,0.007109494,0.005068704,0.14194153,0.85805847
0,0.493345683,0.610206258,0.999022817,0.460268572,0.84799549,7210000000,0.005312932,0.004405561,0.201106509,0.798893491
0,0.505630576,0.60456334,0.99903079,0.463714216,0.848027323,6000000000,0.005530092,0.004202189,0.184660036,0.815339964
0,0.469555891,0.619402125,0.999045118,0.464326514,0.848444308,6400000000,0.00394757,0.002901482,0.15421592,0.84578408
0,0.523716667,0.626414333,0.999133049,0.471050049,0.848061968,6410000000,0.004952247,0.00426083,0.091604438,0.908395562
0,0.521912933,0.609290996,0.999097923,0.468896102,0.848026147,7480000000,0.014818675,0.010421254,0.051848717,0.948151283
0,0.503193097,0.603590424,0.999001441,0.467102824,0.848127658,7060000000,0.010818063,0.006195359,0.093902107,0.906097893
1,0.453029786,0.596945762,0.99893997,0.462243024,0.848115941,5960000000,0.003198118,0.001559601,0.21035765,0.78964235
1,0.472090869,0.597392583,0.998960422,0.461377419,0.848153738,5470000000,0.002891099,0.002200909,0.235299453,0.764700547
1,0.066933164,0.601860794,0.998824769,0.458263926,0.847568729,7230000000,0.004328848,0.00330885,0.321371346,0.678628654
1,0.406668942,0.595994465,0.998830778,0.459605949,0.847974856,4670000000,0.003327915,0.001948254,0.221452973,0.778547027
0,0.48223078,0.618083282,0.999003636,0.462571819,0.848094625,6170000000,0.004294526,0.003603302,0.202859993,0.797140007
0,0.488519475,0.600736534,0.998996588,0.462898937,0.848035487,6320000000,0.006952864,0.004127952,0.141548508,0.858451492
0,0.476478331,0.604635408,0.998959959,0.467257157,0.848134904,6140000000,0.018572173,0.01595971,0.041630136,0.958369864
0,0.488129479,0.597947506,0.998973941,0.46743162,0.847989725,5910000000,0.014752528,0.008819232,0.122411343,0.877588657
0,0.469165895,0.61047291,0.99898122,0.467738607,0.848372971,6010000000,0.007207466,0.004586475,0.116213683,0.883786317
0,0.48227953,0.619048992,0.999049393,0.462227926,0.848289671,67600000,0.006465502,0.004285784,0.152099646,0.847900354
0,0.464193438,0.605932631,0.998981682,0.460946294,0.848010536,652000000,0.0063875,0.004074926,0.158388004,0.841611996
0,0.475893336,0.600736534,0.998974172,0.464433876,0.848006924,6520000000,0.018921002,0.012617173,0.100553255,0.899446745
0,0.473504607,0.595122443,0.998914665,0.461806866,0.847497946,6340000000,0.010226489,0.007113029,0.0857998,0.9142002
0,0.503534344,0.620396662,0.999079897,0.46920309,0.848022947,6490000000,0.013543795,0.007555332,0.113311364,0.886688636
0,0.478330815,0.604102106,0.998996935,0.461714602,0.848500187,6250000000,0.007589992,0.004797333,0.065423104,0.934576896
0,0.496368157,0.61242595,0.99903391,0.467585952,0.848123246,7690000000,0.012313846,0.005557171,0.140006651,0.859993349
0,0.544825233,0.600635639,0.999038647,0.471675767,0.848049239,6090000000,0.008744434,0.004027514,0.102790459,0.897209541
0,0.520060449,0.636784906,0.999083826,0.472212576,0.848085649,6490000000,0.011506984,0.006890318,0.082081204,0.917918796
0,0.488811973,0.623985644,0.999043038,0.485862627,0.848002231,6510000000,0.016748154,0.014515519,0.098497445,0.901502555
0,0.532394092,0.608865795,0.999072271,0.468478398,0.848048592,6880000000,0.021116939,0.017508082,0.0941742,0.9058258
0,0.525032906,0.619330057,0.99906557,0.468595825,0.848069367,6440000000,0.006356922,0.004830397,0.129032258,0.870967742
0,0.489543216,0.607539745,0.999009067,0.460344061,0.847998748,6560000000,0.007561287,0.005371266,0.196662333,0.803337667
0,0.512553015,0.603900316,0.999034372,0.462301737,0.84801783,6980000000,0.005111997,0.003686273,0.182060042,0.817939958
0,0.481938283,0.618811168,0.998938237,0.461971264,0.847875074,6220000000,0.003534466,0.002341897,0.156664752,0.843335248
0,0.540145274,0.625599965,0.999143217,0.469864036,0.848065544,6370000000,0.007399041,0.006731862,0.089337002,0.910662998
0,0.523034173,0.607164992,0.999074813,0.493434992,0.848015994,6260000000,0.029896319,0.020715246,0.040058046,0.959941954
0,0.505923073,0.602869744,0.99897163,0.471826745,0.84795261,7010000000,0.017272333,0.009065025,0.071862624,0.928137376
1,0.432749963,0.604015624,0.998895484,0.454234502,0.848078355,6840000000,0.00656285,0.004555907,0.185083291,0.814916709
0,0.480622045,0.617867078,0.999021893,0.469852294,0.848181713,550000000,0.006055519,0.004507247,0.199232095,0.800767905
0,0.480085799,0.597904265,0.998972901,0.465171989,0.848039334,5880000000,0.007285469,0.004593337,0.138918282,0.861081718
0,0.474674597,0.605291226,0.998967817,0.4702549,0.847970538,6590000000,0.020259531,0.017790682,0.048704538,0.951295462
0,0.464485936,0.596261116,0.998955453,0.459959907,0.847886473,6890000000,0.009240533,0.005203453,0.147020588,0.852979412
0,0.489348218,0.606213696,0.998957302,0.470748094,0.84779735,6510000000,0.006749433,0.004281417,0.130211325,0.869788675
0,0.47769707,0.619863359,0.999013111,0.46189913,0.847987996,7020000000,0.004332592,0.002724311,0.159688001,0.840311999
0,0.463169697,0.601550902,0.998944476,0.463492782,0.84771312,6330000000,0.008524154,0.005827917,0.161108928,0.838891072
0,0.4685809,0.598898802,0.998959844,0.46497404,0.84791233,6570000000,0.01747202,0.012711997,0.112706715,0.887293285
0,0.476673329,0.592499171,0.998880347,0.461352256,0.848025723,6290000000,0.009318536,0.006739348,0.091936995,0.908063005
0,0.521620436,0.620454316,0.999115486,0.474951981,0.848080331,6540000000,0.012788728,0.007297685,0.104181153,0.895818847
0,0.50514308,0.602783263,0.998981567,0.46834084,0.849285936,6320000000,0.008302626,0.005176004,0.059255676,0.940744324
0,0.488616975,0.609672956,0.999004098,0.471841843,0.848011053,5830000000,0.011206829,0.00580234,0.12528343,0.87471657
0,0.512991761,0.596780005,0.998991966,0.481529571,0.848003877,5240000000,0.01045613,0.005496658,0.110681138,0.889318862
0,0.529859114,0.63760648,0.999098501,0.470897394,0.848050851,6530000000,0.009097632,0.005575262,0.093025365,0.906974635
0,0.474187101,0.620526384,0.99902559,0.485916308,0.848018312,5410000000,0.01893785,0.015881106,0.047827796,0.952172204
0,0.496806903,0.602848124,0.999004907,0.459290573,0.848013736,5820000000,0.019968112,0.015493701,0.091453276,0.908546724
0,0.52688539,0.619575088,0.999092145,0.476042374,0.848017818,5820000000,0.007234299,0.005011934,0.120778789,0.879221211
0,0.484278263,0.605183125,0.998973825,0.462820093,0.848046545,6720000000,0.008298882,0.006108646,0.195815824,0.804184176
0,0.513820504,0.602682368,0.999017617,0.464199022,0.848040205,5880000000,0.005926347,0.004515981,0.160987998,0.839012002
0,0.48340077,0.615928451,0.998878499,0.460843965,0.847995678,6680000000,0.004255213,0.002811025,0.159325211,0.840674789
0,0.538439039,0.622919039,0.99912473,0.474440334,0.84804551,6450000000,0.009475165,0.008880992,0.070804487,0.929195513
0,0.502705601,0.605752461,0.999042576,0.472068309,0.848019253,96900000,0.024371219,0.017612887,0.09211839,0.90788161
0,0.49602691,0.601089667,0.998949907,0.458341092,0.84782863,664000000,0.016051744,0.008123026,0.081385857,0.918614143
1,0.504363087,0.604858819,0.999059792,0.463858484,0.84807205,6820000000,0.005892025,0.003171605,0.19176467,0.80823533
1,0.470677132,0.597652027,0.999009645,0.461558592,0.84834869,6610000000,0.003568164,0.002137277,0.196390241,0.803609759
0,0.496124409,0.607323542,0.999057135,0.466062756,0.848017324,7490000000,0.007311054,0.00366631,0.134564803,0.865435197
0,0.522741676,0.606120007,0.999064645,0.469666088,0.848055792,7030000000,0.007216202,0.004181602,0.131662485,0.868337515
0,0.446302345,0.595771055,0.998894906,0.463549818,0.847838241,739000000,0.006906687,0.003300116,0.09369048,0.90630952
0,0.438746161,0.595662953,0.998905999,0.461568657,0.847797103,6420000000,0.005027129,0.003975735,0.14801826,0.85198174
0,0.503241847,0.603893109,0.999001672,0.463967523,0.848090272,7030000000,0.010437409,0.006787384,0.115336941,0.884663059
0,0.454199776,0.595064789,0.998916976,0.467817451,0.847877415,5780000000,0.027990552,0.021498165,0.027360401,0.972639599
0,0.479354556,0.598574497,0.998970128,0.476510405,0.847959857,643000000,0.021936905,0.015549847,0.048553375,0.951446625
0,0.550723931,0.604642615,0.999118837,0.474609765,0.848114611,7170000000,0.009986864,0.004780489,0.063911479,0.936088521
0,0.501194365,0.60146442,0.998978909,0.472335036,0.847940117,5870000000,0.015552526,0.006925877,0.061190555,0.938809445
0,0.485594501,0.603237291,0.99907932,0.468131149,0.848071673,8980000000,0.009649268,0.007266493,0.141608973,0.858391027
0,0.479452055,0.600368988,0.998968625,0.462266509,0.8479326,6810000000,0.010814943,0.004560274,0.110771835,0.889228165
0,0.484229513,0.605406535,0.999007218,0.463145534,0.848091895,684000000,0.010081716,0.008068752,0.104362548,0.895637452
0,0.384926632,0.586265296,0.998684264,0.456811186,0.847561753,6010000000,0.003223079,0.002215257,0.138011307,0.861988693
0,0.479354556,0.606682137,0.998995317,0.466037593,0.847994996,7190000000,0.005495771,0.004577117,0.153701968,0.846298032
0,0.450397309,0.594639588,0.998905537,0.462633888,0.847242468,6720000000,0.00975036,0.005754928,0.115609033,0.884390967
0,0.517184225,0.606307384,0.999007449,0.473202318,0.847993796,6220000000,0.013496994,0.010441217,0.077032379,0.922967621
0,0.492663189,0.604022831,0.998968279,0.476869396,0.847928612,9910000000,0.014219612,0.012906011,0.092571878,0.907428122
0,0.500073124,0.613312386,0.999125192,0.545963447,0.848020712,9600000000,0.075811308,0.045854144,0.088671887,0.911328113
0,0.504753083,0.605132677,0.999040265,0.46380648,0.848182184,7530000000,0.006092337,0.002189056,0.139069444,0.860930556
0,0.527616633,0.602869744,0.998972207,0.458175017,0.847944681,7240000000,0.005032122,0.00382539,0.124346222,0.875653778
0,0.532979086,0.605356088,0.999071809,0.473829714,0.848024747,7400000000,0.014816802,0.013050118,0.083109109,0.916890891
0,0.524204163,0.605644359,0.999035758,0.463519623,0.848030958,8160000000,0.007988743,0.006182883,0.144904314,0.855095686
0,0.506508068,0.611914268,0.999104856,0.465915134,0.848011877,6160000000,0.018818038,0.008826718,0.08676724,0.91323276
0,0.530736606,0.610422462,0.999072618,0.46405811,0.848012077,6550000000,0.012512285,0.007280842,0.111376485,0.888623515
0,0.470287135,0.600376195,0.998964466,0.458849383,0.847976185,6320000000,0.007841473,0.004731206,0.107446262,0.892553738
1,0.470140886,0.597306101,0.998903688,0.462066883,0.846241886,5820000000,0.004984696,0.002356869,0.162046135,0.837953865
0,0.516306732,0.605802909,0.999085328,0.474077988,0.848099718,6920000000,0.011156283,0.007199119,0.120174139,0.879825861
0,0.508311802,0.605817322,0.999072965,0.471316776,0.848106671,6950000000,0.012110415,0.007444912,0.1311183,0.8688817
0,0.477209574,0.601976102,0.99902351,0.462868742,0.848135857,6380000000,0.017043941,0.011252834,0.088490492,0.911509508
0,0.468142154,0.598495222,0.998963426,0.465093145,0.848168255,5840000000,0.012264548,0.009031338,0.151162439,0.848837561
0,0.50855555,0.603532769,0.999005485,0.462009847,0.847991972,9360000000,0.015416489,0.011377602,0.144511292,0.855488708
0,0.488665724,0.601918448,0.999030443,0.467434975,0.84803784,6730000000,0.013795277,0.01162901,0.063216132,0.936783868
0,0.469555891,0.597716888,0.998956493,0.4615804,0.848133869,6630000000,0.017150649,0.012723226,0.109562536,0.890437464
0,0.500121874,0.600455469,0.99906245,0.464992493,0.847991055,6500000000,0.006938512,0.00411298,0.091936995,0.908063005
0,0.567055038,0.604397584,0.999070423,0.470771579,0.848081814,6930000000,0.019606179,0.014148701,0.068839375,0.931160625
0,0.463364696,0.598704219,0.999013111,0.466453621,0.847975185,5620000000,0.006050527,0.003950781,0.201771624,0.798228376
0,0.492858187,0.601594142,0.999012649,0.470951075,0.848013771,6690000000,0.026150932,0.018433237,0.079118421,0.920881579
0,0.493248184,0.605572291,0.999038069,0.467976817,0.848146057,5920000000,0.018990892,0.014164297,0.087764912,0.912235088
0,0.479890801,0.598142089,0.998908194,0.461635758,0.848044475,5890000000,0.003609349,0.002354374,0.106176497,0.893823503
0,0.546677717,0.612858358,0.999101967,0.475413301,0.848066673,7450000000,0.007304813,0.006446767,0.110741603,0.889258397
0,0.479354556,0.593299125,0.998889707,0.469684541,0.847822889,7080000000,0.012185297,0.008117412,0.121474136,0.878525864
0,0.520742943,0.606386659,0.999001325,0.473485821,0.848012336,7500000000,0.017002131,0.013270334,0.102276506,0.897723494
0,0.480622045,0.603900316,0.998990117,0.46760776,0.848009536,6370000000,0.016293865,0.013822433,0.076790519,0.923209481
0,0.485350753,0.600426642,0.998958919,0.502562425,0.848153609,6530000000,0.059831951,0.050637128,0.091483508,0.908516492
0,0.528884122,0.605968665,0.999107398,0.481423886,0.848099648,6480000000,0.013518835,0.00675432,0.122532273,0.877467727
0,0.488811973,0.60355439,0.999019004,0.466599566,0.848026794,5580000000,0.007578135,0.006670726,0.108232306,0.891767694
0,0.527616633,0.604952507,0.999065223,0.466790804,0.848017453,6900000000,0.010020562,0.008503569,0.085225383,0.914774617
0,0.517184225,0.604015624,0.99902871,0.460907711,0.848022547,8380000000,0.010687642,0.008453038,0.113795084,0.886204916
0,0.5200117,0.609881953,0.999098732,0.467740285,0.848023817,7390000000,0.012939117,0.007454893,0.090304441,0.909695559
0,0.529566616,0.609233342,0.999080937,0.463709184,0.84805038,8180000000,0.013616182,0.008559091,0.120264837,0.879735163
0,0.480378297,0.600750948,0.998974865,0.464700603,0.8481148,6010000000,0.007372832,0.006163544,0.104785803,0.895214197
1,0.456101009,0.597630407,0.998937659,0.455702339,0.847841382,0.000112821,0.006351306,0.004608933,0.189739094,0.810260906
0,0.546482718,0.604952507,0.999088679,0.485617708,0.848006924,6990000000,0.014774993,0.010567857,0.102488134,0.897511866
0,0.529566616,0.603367013,0.99904454,0.473405299,0.84798182,6720000000,0.011063928,0.007047525,0.115276476,0.884723524
0,0.469165895,0.600383401,0.999022008,0.466864615,0.84797795,6700000000,0.021069513,0.017317811,0.102790459,0.897209541
0,0.445522352,0.600642846,0.998996935,0.471927397,0.848001348,6650000000,0.01698341,0.014125619,0.150648487,0.849351513
0,0.507970555,0.602927399,0.998989886,0.477085797,0.847975668,6090000000,0.013042081,0.009138015,0.119116002,0.880883998
0,0.502218106,0.601334698,0.999039918,0.476294004,0.847978761,6440000000,0.025146255,0.020226778,0.040360371,0.959639629
0,0.483742017,0.597889851,0.99897706,0.466363034,0.848033805,5560000000,0.032568385,0.023991656,0.126976449,0.873023551
0,0.465314678,0.59378198,0.998960537,0.463016364,0.847919918,6030000000,0.007398417,0.005028778,0.09964628,0.90035372
0,0.533417833,0.59894925,0.999003405,0.481011214,0.847964786,566000000,0.020524741,0.015621588,0.064788221,0.935211779
0,0.496221908,0.595194511,0.998967239,0.467342711,0.847927941,6120000000,0.006755673,0.004235877,0.151253137,0.848746863
0,0.496563155,0.602285994,0.999042229,0.476288971,0.847992019,6450000000,0.015092621,0.005907145,0.068567282,0.931432718
0,0.49831814,0.605046196,0.999027323,0.471722738,0.848053839,8030000000,0.021167485,0.015918536,0.081204462,0.918795538
0,0.460244723,0.595605298,0.998835862,0.464752606,0.847958175,5530000000,0.004024948,0.00291583,0.083260271,0.916739729
0,0.521084191,0.612743049,0.999094687,0.470677638,0.848022665,6930000000,0.007548182,0.006069344,0.104695105,0.895304895
0,0.526154146,0.599504173,0.99899809,0.475119734,0.848312105,6780000000,0.011536937,0.006783017,0.075944009,0.924055991
0,0.520694194,0.605435362,0.998996588,0.467476913,0.848022735,7020000000,0.00819467,0.005973272,0.130211325,0.869788675
0,0.483985765,0.604102106,0.999004445,0.472111925,0.848102095,6600000000,0.015878266,0.011902876,0.077757959,0.922242041
0,0.507629308,0.60299226,0.999033332,0.478355686,0.848257108,6000000000,0.023355933,0.01391788,0.033406899,0.966593101
0,0.550187686,0.603143603,0.999072849,0.480303297,0.847986549,705000000,0.011184989,0.006486069,0.097378843,0.902621157
0,0.481304539,0.602747229,0.999020737,0.466955202,0.848094777,642000000,0.006711992,0.005381871,0.107536959,0.892463041
0,0.527470385,0.603799421,0.999051357,0.467404779,0.848033287,6430000000,0.012553471,0.008766206,0.065241709,0.934758291
0,0.492955687,0.604383171,0.999030097,0.464225862,0.848033899,662000000,0.008310114,0.004373745,0.144601989,0.855398011
0,0.514551748,0.608116289,0.999054477,0.468879327,0.848054662,6170000000,0.012062989,0.005545941,0.078392841,0.921607159
0,0.519036708,0.606682137,0.999035643,0.466695185,0.848011548,6810000000,0.011235534,0.007705053,0.128185748,0.871814252
0,0.501925608,0.602386889,0.999009067,0.464338257,0.848078767,6650000000,0.008023064,0.006563425,0.121111346,0.878888654
1,0.454346024,0.597522305,0.998899413,0.462026622,0.847986879,6300000000,0.007389681,0.002059921,0.164797291,0.835202709
1,0.468142154,0.602055377,0.998984455,0.461377419,0.848222063,5980000000,0.007475796,0.00090644,0.175076337,0.824923663
1,0.465314678,0.604750717,0.999004214,0.461286832,0.847975162,6150000000,0.006496704,0.000993154,0.201227439,0.798772561
0,0.496319407,0.600851843,0.998980065,0.464128566,0.84798155,7640000000,0.006321353,0.002838474,0.133234574,0.866765426
0,0.472285867,0.594531486,0.998911892,0.462659051,0.848023288,6380000000,0.005961916,0.003355638,0.117241588,0.882758412
0,0.479452055,0.603619251,0.998957417,0.480086896,0.847896955,6400000000,0.020786831,0.018111336,0.042204553,0.957795447
0,0.452932287,0.587202179,0.998792763,0.458686663,0.848063685,7570000000,0.004250845,0.000949485,0.13075551,0.86924449
0,0.427826257,0.596131394,0.998942627,0.458772217,0.848114753,598000000,0.008489209,0.004084907,0.126341567,0.873658433
0,0.46970214,0.609060379,0.998968741,0.461318705,0.847946434,6510000000,0.006276423,0.001542757,0.078090516,0.921909484
0,0.438794911,0.585119417,0.998607771,0.462934165,0.847573317,5880000000,0.011740369,0.006501041,0.065332406,0.934667594
0,0.464973431,0.599655515,0.998964812,0.460293735,0.848159597,6540000000,0.003359116,0.00246916,0.117543913,0.882456087
0,0.487495734,0.594430591,0.998929108,0.453207854,0.848128469,6870000000,0.01730603,0.002522187,0.097378843,0.902621157
0,0.511090528,0.607763156,0.999111442,0.465619889,0.848044992,8060000000,0.006385003,0.003855334,0.121353206,0.878646794
0,0.480232048,0.594423385,0.99891894,0.466364712,0.848122423,6510000000,0.008509802,0.00389526,0.128215981,0.871784019
0,0.468093404,0.593565776,0.9989231,0.464851581,0.848113376,6300000000,0.010708859,0.003958891,0.058016144,0.941983856
0,0.496465656,0.60240851,0.999037261,0.465448781,0.84825652,657000000,0.008944746,0.00413731,0.090092814,0.909907186
0,0.49368693,0.602574266,0.99899497,0.461835384,0.847954398,6920000000,0.010529764,0.005364404,0.103062551,0.896937449
0,0.469019646,0.603359806,0.999028017,0.463465942,0.847999984,622000000,0.00644491,0.002499105,0.137860145,0.862139855
0,0.490128211,0.602271581,0.9990108,0.462672471,0.848010618,7720000000,0.005228689,0.002950765,0.090395139,0.909604861
0,0.589138595,0.616180689,0.999231611,0.482207292,0.848087954,960000000,0.015450186,0.00882859,0.079027723,0.920972277
0,0.480475796,0.600916704,0.999011378,0.472715835,0.847976609,5100000000,0.008634606,0.007016333,0.0679324,0.9320676
0,0.458489738,0.600246472,0.999012418,0.452575426,0.848082861,8130000000,0.01062524,0.002169093,0.102881156,0.897118844
0,0.46975089,0.602905778,0.998975789,0.462207795,0.847935447,746000000,0.007407153,0.004185345,0.133506666,0.866493334
0,0.492321942,0.60433993,0.999054824,0.461862225,0.848056062,8180000000,0.006449278,0.003721208,0.107416029,0.892583971
0,0.440988641,0.598740253,0.998975674,0.461362321,0.847998348,5450000000,0.003670503,0.002822878,0.158992654,0.841007346
0,0.488178228,0.602523818,0.998967123,0.462024945,0.84792553,7440000000,0.009070175,0.003827885,0.119932279,0.880067721
0,0.528445376,0.61220254,0.999139751,0.474836231,0.848114764,7750000000,0.007017763,0.005021292,0.067116123,0.932883877
0,0.514941744,0.605781288,0.999066725,0.449713562,0.84802257,5960000000,0.023392751,0.016987175,0.045137104,0.954862896
0,0.4970994,0.603547183,0.99900872,0.464024559,0.848091248,9310000000,0.009298567,0.006891565,0.154427548,0.845572452
0,0.517866719,0.61013419,0.999103238,0.468966558,0.848066485,6920000000,0.0116087,0.005132335,0.07972307,0.92027693
0,0.491151952,0.608224391,0.999077933,0.465093145,0.847968068,722000000,0.009913854,0.002614515,0.040118511,0.959881489
0,0.528981621,0.606141628,0.999084519,0.467968429,0.848044851,8840000000,0.005871433,0.003910232,0.083925386,0.916074614
0,0.484375762,0.602985053,0.999040034,0.465785964,0.847954634,9650000000,0.028928459,0.022067108,0.022341809,0.977658191
0,0.544093989,0.601752692,0.999007218,0.465864808,0.847991384,0.000107051,0.009349737,0.005665095,0.088399794,0.911600206
0,0.542485253,0.603287738,0.999050548,0.462278252,0.848239403,9280000000,0.008780004,0.006666983,0.142727575,0.857272425
0,0.501486862,0.609427925,0.999034718,0.459257023,0.848068744,8200000000,0.005656145,0.001317551,0.192308855,0.807691145
0,0.52683664,0.605493017,0.99902975,0.463712539,0.848036817,7440000000,0.007222442,0.003006287,0.140732231,0.859267769
0,0.487300736,0.599828478,0.998971976,0.461949456,0.84804591,8610000000,0.006935392,0.002625121,0.240590138,0.759409862
0,0.504168089,0.602963433,0.999062103,0.464574788,0.849260373,6380000000,0.005623695,0.002943903,0.134776431,0.865223569
0,0.507239312,0.600945531,0.999008836,0.460656081,0.848010618,8560000000,0.013669848,0.0114456,0.084046316,0.915953684
0,0.474089602,0.597298894,0.998969319,0.462341998,0.847936835,6460000000,0.007120103,0.00383038,0.134353176,0.865646824
0,0.524691659,0.611726891,0.999095381,0.46146465,0.848004995,8490000000,0.007640538,0.004532825,0.144450827,0.855549173
